"","Destination","Origin","Product","Year","dist_km","Euros"
"35986","NL","FR",8,2015,673.003187041384,102847812
"35987","FR","NL",8,2015,673.003187041384,425971376
"35988","NL","FR",9,2015,673.003187041384,120074394
"35989","FR","NL",9,2015,673.003187041384,95619992
"35990","NL","FR",10,2015,673.003187041384,771691727
"35991","FR","NL",10,2015,673.003187041384,91236544
"35992","NL","FR",11,2015,673.003187041384,92775218
"35993","FR","NL",11,2015,673.003187041384,53299857
"35994","NL","FR",12,2015,673.003187041384,124224847
"35995","FR","NL",12,2015,673.003187041384,163595756
"35996","NL","FR",13,2015,673.003187041384,12175291
"35997","FR","NL",13,2015,673.003187041384,4042338
"35998","NL","FR",14,2015,673.003187041384,466105
"35999","FR","NL",14,2015,673.003187041384,692763
"36000","NL","FR",15,2015,673.003187041384,137320171
"36001","FR","NL",15,2015,673.003187041384,406622823
"36002","NL","FR",16,2015,673.003187041384,36031690
"36003","FR","NL",16,2015,673.003187041384,128857349
"36004","NL","FR",17,2015,673.003187041384,104522760
"36005","FR","NL",17,2015,673.003187041384,140070755
"36006","NL","FR",18,2015,673.003187041384,146975068
"36007","FR","NL",18,2015,673.003187041384,354557444
"36008","NL","FR",19,2015,673.003187041384,146341058
"36009","FR","NL",19,2015,673.003187041384,231610310
"36010","NL","FR",20,2015,673.003187041384,72322053
"36011","FR","NL",20,2015,673.003187041384,734024762
"36166","NL","FR",1,2016,673.003187041384,30652005
"36167","FR","NL",1,2016,673.003187041384,25870743
"36168","NL","FR",2,2016,673.003187041384,125255039
"36169","FR","NL",2,2016,673.003187041384,709709890
"36170","NL","FR",3,2016,673.003187041384,57040684
"36171","FR","NL",3,2016,673.003187041384,416557044
"36172","NL","FR",4,2016,673.003187041384,310663890
"36173","FR","NL",4,2016,673.003187041384,707164749
"36174","NL","FR",5,2016,673.003187041384,12660067
"36175","FR","NL",5,2016,673.003187041384,39520039
"36176","NL","FR",6,2016,673.003187041384,42363690
"36177","FR","NL",6,2016,673.003187041384,731187065
"36178","NL","FR",7,2016,673.003187041384,133248028
"36179","FR","NL",7,2016,673.003187041384,276778211
"36180","NL","FR",8,2016,673.003187041384,110087413
"36181","FR","NL",8,2016,673.003187041384,465038064
"36182","NL","FR",9,2016,673.003187041384,126326995
"36183","FR","NL",9,2016,673.003187041384,110988588
"36184","NL","FR",10,2016,673.003187041384,589539368
"36185","FR","NL",10,2016,673.003187041384,70640489
"36186","NL","FR",11,2016,673.003187041384,97946593
"36187","FR","NL",11,2016,673.003187041384,51941802
"36188","NL","FR",12,2016,673.003187041384,139764835
"36189","FR","NL",12,2016,673.003187041384,244851763
"36190","NL","FR",13,2016,673.003187041384,15848187
"36191","FR","NL",13,2016,673.003187041384,6440787
"36192","NL","FR",14,2016,673.003187041384,434945
"36193","FR","NL",14,2016,673.003187041384,865335
"36194","NL","FR",15,2016,673.003187041384,140305790
"36195","FR","NL",15,2016,673.003187041384,389224294
"36196","NL","FR",16,2016,673.003187041384,46842970
"36197","FR","NL",16,2016,673.003187041384,150857703
"36198","NL","FR",17,2016,673.003187041384,99071337
"36199","FR","NL",17,2016,673.003187041384,135209729
"36200","NL","FR",18,2016,673.003187041384,146407055
"36201","FR","NL",18,2016,673.003187041384,354833448
"36202","NL","FR",19,2016,673.003187041384,143353759
"36203","FR","NL",19,2016,673.003187041384,258842842
"36204","NL","FR",20,2016,673.003187041384,91675630
"36205","FR","NL",20,2016,673.003187041384,775841995
"36360","DK","BE",1,2007,694.061498534216,786259
"36361","BE","DK",1,2007,694.061498534216,3460520
"36362","DK","BE",2,2007,694.061498534216,11187652
"36363","BE","DK",2,2007,694.061498534216,7339566
"36364","DK","BE",3,2007,694.061498534216,6283832
"36365","BE","DK",3,2007,694.061498534216,63897101
"36366","DK","BE",4,2007,694.061498534216,35994679
"36367","BE","DK",4,2007,694.061498534216,13136979
"36368","DK","BE",5,2007,694.061498534216,1417275
"36369","BE","DK",5,2007,694.061498534216,433208
"36370","DK","BE",6,2007,694.061498534216,4283646
"36371","BE","DK",6,2007,694.061498534216,10314122
"36372","DK","BE",7,2007,694.061498534216,17407789
"36373","BE","DK",7,2007,694.061498534216,2424826
"36374","DK","BE",8,2007,694.061498534216,22166317
"36375","BE","DK",8,2007,694.061498534216,2191976
"36376","DK","BE",9,2007,694.061498534216,7262729
"36377","BE","DK",9,2007,694.061498534216,411083
"36378","DK","BE",10,2007,694.061498534216,1864758
"36379","BE","DK",10,2007,694.061498534216,3522020
"36380","DK","BE",11,2007,694.061498534216,7524002
"36381","BE","DK",11,2007,694.061498534216,7914858
"36382","DK","BE",12,2007,694.061498534216,617684
"36383","BE","DK",12,2007,694.061498534216,3967790
"36384","DK","BE",13,2007,694.061498534216,84752
"36385","BE","DK",13,2007,694.061498534216,13670841
"36386","DK","BE",14,2007,694.061498534216,1060
"36387","DK","BE",15,2007,694.061498534216,14084763
"36388","BE","DK",15,2007,694.061498534216,11419525
"36389","DK","BE",16,2007,694.061498534216,8698419
"36390","BE","DK",16,2007,694.061498534216,10711689
"36391","DK","BE",17,2007,694.061498534216,32025953
"36392","BE","DK",17,2007,694.061498534216,1890904
"36393","DK","BE",18,2007,694.061498534216,25210450
"36394","BE","DK",18,2007,694.061498534216,1073472
"36395","DK","BE",19,2007,694.061498534216,18217346
"36396","BE","DK",19,2007,694.061498534216,6462141
"36397","DK","BE",20,2007,694.061498534216,8916640
"36398","BE","DK",20,2007,694.061498534216,2718308
"36551","DK","BE",1,2008,694.061498534216,555545
"36552","BE","DK",1,2008,694.061498534216,2921662
"36553","DK","BE",2,2008,694.061498534216,10826270
"36554","BE","DK",2,2008,694.061498534216,16621442
"36555","DK","BE",3,2008,694.061498534216,4695757
"36556","BE","DK",3,2008,694.061498534216,59626905
"36557","DK","BE",4,2008,694.061498534216,35106882
"36558","BE","DK",4,2008,694.061498534216,16211524
"36559","DK","BE",5,2008,694.061498534216,1602132
"36560","BE","DK",5,2008,694.061498534216,145464
"36561","DK","BE",6,2008,694.061498534216,4733774
"36562","BE","DK",6,2008,694.061498534216,13978208
"36563","DK","BE",7,2008,694.061498534216,15916621
"36564","BE","DK",7,2008,694.061498534216,3656971
"36565","DK","BE",8,2008,694.061498534216,24417092
"36566","BE","DK",8,2008,694.061498534216,1542503
"36567","DK","BE",9,2008,694.061498534216,8230677
"36568","BE","DK",9,2008,694.061498534216,942861
"36569","DK","BE",10,2008,694.061498534216,1900583
"36570","BE","DK",10,2008,694.061498534216,2694740
"36571","DK","BE",11,2008,694.061498534216,5251475
"36572","BE","DK",11,2008,694.061498534216,3764280
"36573","DK","BE",12,2008,694.061498534216,963905
"36574","BE","DK",12,2008,694.061498534216,4111605
"36575","DK","BE",13,2008,694.061498534216,154983
"36576","BE","DK",13,2008,694.061498534216,12746532
"36577","DK","BE",14,2008,694.061498534216,950
"36578","BE","DK",14,2008,694.061498534216,201
"36579","DK","BE",15,2008,694.061498534216,14957279
"36580","BE","DK",15,2008,694.061498534216,12058274
"36581","DK","BE",16,2008,694.061498534216,10392178
"36582","BE","DK",16,2008,694.061498534216,10793792
"36583","DK","BE",17,2008,694.061498534216,11450386
"36584","BE","DK",17,2008,694.061498534216,1269462
"36585","DK","BE",18,2008,694.061498534216,16787147
"36586","BE","DK",18,2008,694.061498534216,693086
"36587","DK","BE",19,2008,694.061498534216,22695480
"36588","BE","DK",19,2008,694.061498534216,4704831
"36589","DK","BE",20,2008,694.061498534216,11221455
"36590","BE","DK",20,2008,694.061498534216,3563054
"36742","DK","BE",1,2009,694.061498534216,811753
"36743","BE","DK",1,2009,694.061498534216,3420553
"36744","DK","BE",2,2009,694.061498534216,11976155
"36745","BE","DK",2,2009,694.061498534216,14305266
"36746","DK","BE",3,2009,694.061498534216,8700511
"36747","BE","DK",3,2009,694.061498534216,53631202
"36748","DK","BE",4,2009,694.061498534216,26931771
"36749","BE","DK",4,2009,694.061498534216,14652377
"36750","DK","BE",5,2009,694.061498534216,1196241
"36751","BE","DK",5,2009,694.061498534216,105335
"36752","DK","BE",6,2009,694.061498534216,4766524
"36753","BE","DK",6,2009,694.061498534216,12830207
"36754","DK","BE",7,2009,694.061498534216,16169357
"36755","BE","DK",7,2009,694.061498534216,1818187
"36756","DK","BE",8,2009,694.061498534216,17102371
"36757","BE","DK",8,2009,694.061498534216,839529
"36758","DK","BE",9,2009,694.061498534216,2228578
"36759","BE","DK",9,2009,694.061498534216,596270
"36760","DK","BE",10,2009,694.061498534216,1776136
"36761","BE","DK",10,2009,694.061498534216,8633495
"36762","DK","BE",11,2009,694.061498534216,6201880
"36763","BE","DK",11,2009,694.061498534216,357471
"36764","DK","BE",12,2009,694.061498534216,2796867
"36765","BE","DK",12,2009,694.061498534216,8860866
"36766","DK","BE",13,2009,694.061498534216,84469
"36767","BE","DK",13,2009,694.061498534216,9640519
"36768","DK","BE",14,2009,694.061498534216,53525
"36769","DK","BE",15,2009,694.061498534216,10752312
"36770","BE","DK",15,2009,694.061498534216,7941557
"36771","DK","BE",16,2009,694.061498534216,7368995
"36772","BE","DK",16,2009,694.061498534216,10218640
"36773","DK","BE",17,2009,694.061498534216,9305718
"36774","BE","DK",17,2009,694.061498534216,1581591
"36775","DK","BE",18,2009,694.061498534216,14284883
"36776","BE","DK",18,2009,694.061498534216,591174
"36777","DK","BE",19,2009,694.061498534216,24132340
"36778","BE","DK",19,2009,694.061498534216,3634617
"36779","DK","BE",20,2009,694.061498534216,15600074
"36780","BE","DK",20,2009,694.061498534216,3440605
"36934","DK","BE",1,2010,694.061498534216,786131
"36935","BE","DK",1,2010,694.061498534216,6459378
"36936","DK","BE",2,2010,694.061498534216,14356535
"36937","BE","DK",2,2010,694.061498534216,8067683
"36938","DK","BE",3,2010,694.061498534216,8430215
"36939","BE","DK",3,2010,694.061498534216,60617607
"36940","DK","BE",4,2010,694.061498534216,30166601
"36941","BE","DK",4,2010,694.061498534216,22753663
"36942","DK","BE",5,2010,694.061498534216,1214915
"36943","BE","DK",5,2010,694.061498534216,334952
"36944","DK","BE",6,2010,694.061498534216,5471128
"36945","BE","DK",6,2010,694.061498534216,10834400
"36946","DK","BE",7,2010,694.061498534216,14614499
"36947","BE","DK",7,2010,694.061498534216,3126701
"36948","DK","BE",8,2010,694.061498534216,16284124
"36949","BE","DK",8,2010,694.061498534216,2510592
"36950","DK","BE",9,2010,694.061498534216,2308672
"36951","BE","DK",9,2010,694.061498534216,2117740
"36952","DK","BE",10,2010,694.061498534216,1730233
"36953","BE","DK",10,2010,694.061498534216,12836624
"36954","DK","BE",11,2010,694.061498534216,6784473
"36955","BE","DK",11,2010,694.061498534216,345026
"36956","DK","BE",12,2010,694.061498534216,2018488
"36957","BE","DK",12,2010,694.061498534216,7192161
"36958","DK","BE",13,2010,694.061498534216,559676
"36959","BE","DK",13,2010,694.061498534216,9900616
"36960","DK","BE",14,2010,694.061498534216,34046
"36961","BE","DK",14,2010,694.061498534216,961
"36962","DK","BE",15,2010,694.061498534216,9566840
"36963","BE","DK",15,2010,694.061498534216,5692407
"36964","DK","BE",16,2010,694.061498534216,6292317
"36965","BE","DK",16,2010,694.061498534216,8623765
"36966","DK","BE",17,2010,694.061498534216,8937594
"36967","BE","DK",17,2010,694.061498534216,1522637
"36968","DK","BE",18,2010,694.061498534216,13389973
"36969","BE","DK",18,2010,694.061498534216,401710
"36970","DK","BE",19,2010,694.061498534216,22822855
"36971","BE","DK",19,2010,694.061498534216,4033908
"36972","DK","BE",20,2010,694.061498534216,15166734
"36973","BE","DK",20,2010,694.061498534216,2402262
"37128","DK","BE",1,2011,694.061498534216,847637
"37129","BE","DK",1,2011,694.061498534216,6072951
"37130","DK","BE",2,2011,694.061498534216,14176945
"37131","BE","DK",2,2011,694.061498534216,8512773
"37132","DK","BE",3,2011,694.061498534216,7303496
"37133","BE","DK",3,2011,694.061498534216,69308159
"37134","DK","BE",4,2011,694.061498534216,32409395
"37135","BE","DK",4,2011,694.061498534216,37847882
"37136","DK","BE",5,2011,694.061498534216,1252891
"37137","BE","DK",5,2011,694.061498534216,153277
"37138","DK","BE",6,2011,694.061498534216,5213237
"37139","BE","DK",6,2011,694.061498534216,13752272
"37140","DK","BE",7,2011,694.061498534216,15317417
"37141","BE","DK",7,2011,694.061498534216,3477908
"37142","DK","BE",8,2011,694.061498534216,15637289
"37143","BE","DK",8,2011,694.061498534216,2622678
"37144","DK","BE",9,2011,694.061498534216,2774155
"37145","BE","DK",9,2011,694.061498534216,620468
"37146","DK","BE",10,2011,694.061498534216,2295838
"37147","BE","DK",10,2011,694.061498534216,2497420
"37148","DK","BE",11,2011,694.061498534216,6772902
"37149","BE","DK",11,2011,694.061498534216,368702
"37150","DK","BE",12,2011,694.061498534216,4410877
"37151","BE","DK",12,2011,694.061498534216,17314087
"37152","DK","BE",13,2011,694.061498534216,65232
"37153","BE","DK",13,2011,694.061498534216,10202301
"37154","DK","BE",14,2011,694.061498534216,55954
"37155","BE","DK",14,2011,694.061498534216,4112
"37156","DK","BE",15,2011,694.061498534216,7496747
"37157","BE","DK",15,2011,694.061498534216,3184509
"37158","DK","BE",16,2011,694.061498534216,5780785
"37159","BE","DK",16,2011,694.061498534216,9674906
"37160","DK","BE",17,2011,694.061498534216,8826100
"37161","BE","DK",17,2011,694.061498534216,955779
"37162","DK","BE",18,2011,694.061498534216,13483380
"37163","BE","DK",18,2011,694.061498534216,541203
"37164","DK","BE",19,2011,694.061498534216,29038435
"37165","BE","DK",19,2011,694.061498534216,3703964
"37166","DK","BE",20,2011,694.061498534216,28830188
"37167","BE","DK",20,2011,694.061498534216,1968549
"37320","DK","BE",1,2012,694.061498534216,1305356
"37321","BE","DK",1,2012,694.061498534216,8040944
"37322","DK","BE",2,2012,694.061498534216,14714225
"37323","BE","DK",2,2012,694.061498534216,9068250
"37324","DK","BE",3,2012,694.061498534216,4162436
"37325","BE","DK",3,2012,694.061498534216,62430174
"37326","DK","BE",4,2012,694.061498534216,34405905
"37327","BE","DK",4,2012,694.061498534216,32876717
"37328","DK","BE",5,2012,694.061498534216,1003035
"37329","BE","DK",5,2012,694.061498534216,331711
"37330","DK","BE",6,2012,694.061498534216,5169228
"37331","BE","DK",6,2012,694.061498534216,13027973
"37332","DK","BE",7,2012,694.061498534216,15350479
"37333","BE","DK",7,2012,694.061498534216,2998182
"37334","DK","BE",8,2012,694.061498534216,13258278
"37335","BE","DK",8,2012,694.061498534216,2516236
"37336","DK","BE",9,2012,694.061498534216,2212317
"37337","BE","DK",9,2012,694.061498534216,58756
"37338","DK","BE",10,2012,694.061498534216,1496645
"37339","BE","DK",10,2012,694.061498534216,6751984
"37340","DK","BE",11,2012,694.061498534216,11146068
"37341","BE","DK",11,2012,694.061498534216,956117
"37342","DK","BE",12,2012,694.061498534216,5513351
"37343","BE","DK",12,2012,694.061498534216,4124111
"37344","DK","BE",13,2012,694.061498534216,239802
"37345","BE","DK",13,2012,694.061498534216,8527744
"37346","DK","BE",14,2012,694.061498534216,1890
"37347","BE","DK",14,2012,694.061498534216,1535
"37348","DK","BE",15,2012,694.061498534216,5268841
"37349","BE","DK",15,2012,694.061498534216,3165882
"37350","DK","BE",16,2012,694.061498534216,5940763
"37351","BE","DK",16,2012,694.061498534216,11303342
"37352","DK","BE",17,2012,694.061498534216,12457768
"37353","BE","DK",17,2012,694.061498534216,1350995
"37354","DK","BE",18,2012,694.061498534216,14087532
"37355","BE","DK",18,2012,694.061498534216,948765
"37356","DK","BE",19,2012,694.061498534216,28165108
"37357","BE","DK",19,2012,694.061498534216,3353846
"37358","DK","BE",20,2012,694.061498534216,34710267
"37359","BE","DK",20,2012,694.061498534216,1426296
"37513","DK","BE",1,2013,694.061498534216,1435392
"37514","BE","DK",1,2013,694.061498534216,11431561
"37515","DK","BE",2,2013,694.061498534216,11147523
"37516","BE","DK",2,2013,694.061498534216,6964387
"37517","DK","BE",3,2013,694.061498534216,6177880
"37518","BE","DK",3,2013,694.061498534216,55607071
"37519","DK","BE",4,2013,694.061498534216,38246827
"37520","BE","DK",4,2013,694.061498534216,52389434
"37521","DK","BE",5,2013,694.061498534216,1264047
"37522","BE","DK",5,2013,694.061498534216,279757
"37523","DK","BE",6,2013,694.061498534216,5970034
"37524","BE","DK",6,2013,694.061498534216,12052212
"37525","DK","BE",7,2013,694.061498534216,18350145
"37526","BE","DK",7,2013,694.061498534216,5109216
"37527","DK","BE",8,2013,694.061498534216,9129527
"37528","BE","DK",8,2013,694.061498534216,3212740
"37529","DK","BE",9,2013,694.061498534216,2139886
"37530","BE","DK",9,2013,694.061498534216,58109
"37531","DK","BE",10,2013,694.061498534216,2102852
"37532","BE","DK",10,2013,694.061498534216,5197910
"37533","DK","BE",11,2013,694.061498534216,14085205
"37534","BE","DK",11,2013,694.061498534216,1771468
"37535","DK","BE",12,2013,694.061498534216,6487014
"37536","BE","DK",12,2013,694.061498534216,6572428
"37537","DK","BE",13,2013,694.061498534216,675781
"37538","BE","DK",13,2013,694.061498534216,10509016
"37539","DK","BE",14,2013,694.061498534216,2727
"37540","DK","BE",15,2013,694.061498534216,5355893
"37541","BE","DK",15,2013,694.061498534216,4141305
"37542","DK","BE",16,2013,694.061498534216,10577240
"37543","BE","DK",16,2013,694.061498534216,10822900
"37544","DK","BE",17,2013,694.061498534216,13391052
"37545","BE","DK",17,2013,694.061498534216,2256663
"37546","DK","BE",18,2013,694.061498534216,21431757
"37547","BE","DK",18,2013,694.061498534216,1458100
"37548","DK","BE",19,2013,694.061498534216,27162225
"37549","BE","DK",19,2013,694.061498534216,3679938
"37550","DK","BE",20,2013,694.061498534216,44844266
"37551","BE","DK",20,2013,694.061498534216,1417512
"37705","DK","BE",1,2014,694.061498534216,4557881
"37706","BE","DK",1,2014,694.061498534216,9326653
"37707","DK","BE",2,2014,694.061498534216,10616720
"37708","BE","DK",2,2014,694.061498534216,6970717
"37709","DK","BE",3,2014,694.061498534216,7445225
"37710","BE","DK",3,2014,694.061498534216,59777204
"37711","DK","BE",4,2014,694.061498534216,44193216
"37712","BE","DK",4,2014,694.061498534216,51163926
"37713","DK","BE",5,2014,694.061498534216,1644325
"37714","BE","DK",5,2014,694.061498534216,612283
"37715","DK","BE",6,2014,694.061498534216,5509790
"37716","BE","DK",6,2014,694.061498534216,5542600
"37717","DK","BE",7,2014,694.061498534216,19621491
"37718","BE","DK",7,2014,694.061498534216,5818472
"37719","DK","BE",8,2014,694.061498534216,12633927
"37720","BE","DK",8,2014,694.061498534216,2318018
"37721","DK","BE",9,2014,694.061498534216,1155702
"37722","BE","DK",9,2014,694.061498534216,154278
"37723","DK","BE",10,2014,694.061498534216,4459190
"37724","BE","DK",10,2014,694.061498534216,11721019
"37725","DK","BE",11,2014,694.061498534216,9919829
"37726","BE","DK",11,2014,694.061498534216,612846
"37727","DK","BE",12,2014,694.061498534216,5459958
"37728","BE","DK",12,2014,694.061498534216,6234386
"37729","DK","BE",13,2014,694.061498534216,503886
"37730","BE","DK",13,2014,694.061498534216,11581911
"37731","DK","BE",14,2014,694.061498534216,3390
"37732","DK","BE",15,2014,694.061498534216,4530392
"37733","BE","DK",15,2014,694.061498534216,10777965
"37734","DK","BE",16,2014,694.061498534216,7696515
"37735","BE","DK",16,2014,694.061498534216,11305240
"37736","DK","BE",17,2014,694.061498534216,14611243
"37737","BE","DK",17,2014,694.061498534216,2554312
"37738","DK","BE",18,2014,694.061498534216,30022122
"37739","BE","DK",18,2014,694.061498534216,2022552
"37740","DK","BE",19,2014,694.061498534216,27210775
"37741","BE","DK",19,2014,694.061498534216,4192405
"37742","DK","BE",20,2014,694.061498534216,30514164
"37743","BE","DK",20,2014,694.061498534216,1885617
"37897","DK","BE",1,2015,694.061498534216,572909
"37898","BE","DK",1,2015,694.061498534216,6306387
"37899","DK","BE",2,2015,694.061498534216,9671367
"37900","BE","DK",2,2015,694.061498534216,3510836
"37901","DK","BE",3,2015,694.061498534216,12619179
"37902","BE","DK",3,2015,694.061498534216,59153644
"37903","DK","BE",4,2015,694.061498534216,48715280
"37904","BE","DK",4,2015,694.061498534216,42796150
"37905","DK","BE",5,2015,694.061498534216,1608643
"37906","BE","DK",5,2015,694.061498534216,878916
"37907","DK","BE",6,2015,694.061498534216,5852977
"37908","BE","DK",6,2015,694.061498534216,5930332
"37909","DK","BE",7,2015,694.061498534216,20856370
"37910","BE","DK",7,2015,694.061498534216,4100610
"37911","DK","BE",8,2015,694.061498534216,13398938
"37912","BE","DK",8,2015,694.061498534216,3425035
"37913","DK","BE",9,2015,694.061498534216,1099292
"37914","BE","DK",9,2015,694.061498534216,128692
"37915","DK","BE",10,2015,694.061498534216,2245445
"37916","BE","DK",10,2015,694.061498534216,8795981
"37917","DK","BE",11,2015,694.061498534216,9201632
"37918","BE","DK",11,2015,694.061498534216,425323
"37919","DK","BE",12,2015,694.061498534216,5991234
"37920","BE","DK",12,2015,694.061498534216,12014294
"37921","DK","BE",13,2015,694.061498534216,668285
"37922","BE","DK",13,2015,694.061498534216,10854104
"37923","DK","BE",14,2015,694.061498534216,5369
"37924","DK","BE",15,2015,694.061498534216,4850269
"37925","BE","DK",15,2015,694.061498534216,6346514
"37926","DK","BE",16,2015,694.061498534216,8260959
"37927","BE","DK",16,2015,694.061498534216,8567550
"37928","DK","BE",17,2015,694.061498534216,16376399
"37929","BE","DK",17,2015,694.061498534216,1715115
"37930","DK","BE",18,2015,694.061498534216,27969956
"37931","BE","DK",18,2015,694.061498534216,431588
"37932","DK","BE",19,2015,694.061498534216,34987143
"37933","BE","DK",19,2015,694.061498534216,6090756
"37934","DK","BE",20,2015,694.061498534216,30029228
"37935","BE","DK",20,2015,694.061498534216,1298972
"38087","DK","BE",1,2016,694.061498534216,1392599
"38088","BE","DK",1,2016,694.061498534216,6291933
"38089","DK","BE",2,2016,694.061498534216,9868589
"38090","BE","DK",2,2016,694.061498534216,3811183
"38091","DK","BE",3,2016,694.061498534216,6037324
"38092","BE","DK",3,2016,694.061498534216,63222313
"38093","DK","BE",4,2016,694.061498534216,25777476
"38094","BE","DK",4,2016,694.061498534216,43651771
"38095","DK","BE",5,2016,694.061498534216,2139151
"38096","BE","DK",5,2016,694.061498534216,1143114
"38097","DK","BE",6,2016,694.061498534216,9336003
"38098","BE","DK",6,2016,694.061498534216,4403701
"38099","DK","BE",7,2016,694.061498534216,21297484
"38100","BE","DK",7,2016,694.061498534216,9180468
"38101","DK","BE",8,2016,694.061498534216,13350326
"38102","BE","DK",8,2016,694.061498534216,2732982
"38103","DK","BE",9,2016,694.061498534216,1439506
"38104","BE","DK",9,2016,694.061498534216,528323
"38105","DK","BE",10,2016,694.061498534216,2295534
"38106","BE","DK",10,2016,694.061498534216,10474534
"38107","DK","BE",11,2016,694.061498534216,9407044
"38108","BE","DK",11,2016,694.061498534216,705694
"38109","DK","BE",12,2016,694.061498534216,7094891
"38110","BE","DK",12,2016,694.061498534216,4042876
"38111","DK","BE",13,2016,694.061498534216,825577
"38112","BE","DK",13,2016,694.061498534216,8886289
"38113","DK","BE",14,2016,694.061498534216,6667
"38114","DK","BE",15,2016,694.061498534216,4211837
"38115","BE","DK",15,2016,694.061498534216,2862231
"38116","DK","BE",16,2016,694.061498534216,8024398
"38117","BE","DK",16,2016,694.061498534216,8030238
"38118","DK","BE",17,2016,694.061498534216,15306633
"38119","BE","DK",17,2016,694.061498534216,1565160
"38120","DK","BE",18,2016,694.061498534216,33965212
"38121","BE","DK",18,2016,694.061498534216,807408
"38122","DK","BE",19,2016,694.061498534216,37597164
"38123","BE","DK",19,2016,694.061498534216,5534348
"38124","DK","BE",20,2016,694.061498534216,29421325
"38125","BE","DK",20,2016,694.061498534216,1509728
"38278","LU","GB",2,2007,749.533396045057,4138
"38279","GB","LU",2,2007,749.533396045057,813610
"38280","LU","GB",3,2007,749.533396045057,1752601
"38281","GB","LU",3,2007,749.533396045057,13035
"38282","LU","GB",4,2007,749.533396045057,131539
"38283","GB","LU",4,2007,749.533396045057,52276
"38284","LU","GB",5,2007,749.533396045057,37737
"38285","GB","LU",5,2007,749.533396045057,266845
"38286","LU","GB",6,2007,749.533396045057,3956
"38287","GB","LU",6,2007,749.533396045057,66533
"38288","LU","GB",7,2007,749.533396045057,24757
"38289","LU","GB",8,2007,749.533396045057,73312
"38290","GB","LU",8,2007,749.533396045057,1598555
"38291","LU","GB",9,2007,749.533396045057,4121
"38292","LU","GB",10,2007,749.533396045057,11
"38293","LU","GB",11,2007,749.533396045057,370
"38294","LU","GB",12,2007,749.533396045057,22446
"38295","LU","GB",13,2007,749.533396045057,1493
"38296","GB","LU",14,2007,749.533396045057,333364
"38297","LU","GB",15,2007,749.533396045057,895
"38298","LU","GB",16,2007,749.533396045057,9555
"38299","GB","LU",16,2007,749.533396045057,5665
"38300","LU","GB",17,2007,749.533396045057,6830
"38301","GB","LU",17,2007,749.533396045057,79114
"38302","LU","GB",18,2007,749.533396045057,11941
"38303","GB","LU",18,2007,749.533396045057,447287
"38304","LU","GB",19,2007,749.533396045057,69664
"38305","GB","LU",19,2007,749.533396045057,7622378
"38306","LU","GB",20,2007,749.533396045057,106956
"38307","GB","LU",20,2007,749.533396045057,1100
"38441","LU","GB",1,2008,749.533396045057,299
"38442","LU","GB",2,2008,749.533396045057,270005
"38443","GB","LU",2,2008,749.533396045057,221826
"38444","LU","GB",3,2008,749.533396045057,2670687
"38445","GB","LU",3,2008,749.533396045057,434931
"38446","LU","GB",4,2008,749.533396045057,119444
"38447","LU","GB",5,2008,749.533396045057,13872
"38448","GB","LU",5,2008,749.533396045057,286345
"38449","LU","GB",6,2008,749.533396045057,4335
"38450","GB","LU",6,2008,749.533396045057,123973
"38451","LU","GB",7,2008,749.533396045057,114618
"38452","GB","LU",7,2008,749.533396045057,1773
"38453","LU","GB",8,2008,749.533396045057,52012
"38454","GB","LU",8,2008,749.533396045057,515163
"38455","LU","GB",9,2008,749.533396045057,5084
"38456","LU","GB",10,2008,749.533396045057,38
"38457","LU","GB",11,2008,749.533396045057,73
"38458","LU","GB",12,2008,749.533396045057,2634
"38459","GB","LU",12,2008,749.533396045057,301126
"38460","LU","GB",13,2008,749.533396045057,914
"38461","LU","GB",14,2008,749.533396045057,95
"38462","GB","LU",14,2008,749.533396045057,349860
"38463","LU","GB",15,2008,749.533396045057,112580
"38464","GB","LU",15,2008,749.533396045057,73935
"38465","LU","GB",16,2008,749.533396045057,8333
"38466","GB","LU",16,2008,749.533396045057,7761
"38467","LU","GB",17,2008,749.533396045057,9059
"38468","GB","LU",17,2008,749.533396045057,37215
"38469","LU","GB",18,2008,749.533396045057,13066
"38470","GB","LU",18,2008,749.533396045057,1584240
"38471","LU","GB",19,2008,749.533396045057,65652
"38472","GB","LU",19,2008,749.533396045057,5935962
"38473","LU","GB",20,2008,749.533396045057,245376
"38474","GB","LU",20,2008,749.533396045057,4
"38608","LU","GB",1,2009,749.533396045057,315
"38609","GB","LU",1,2009,749.533396045057,3237
"38610","LU","GB",2,2009,749.533396045057,112726
"38611","GB","LU",2,2009,749.533396045057,5643
"38612","LU","GB",3,2009,749.533396045057,2760295
"38613","GB","LU",3,2009,749.533396045057,260542
"38614","LU","GB",4,2009,749.533396045057,114893
"38615","GB","LU",4,2009,749.533396045057,284306
"38616","LU","GB",5,2009,749.533396045057,7933
"38617","GB","LU",5,2009,749.533396045057,469353
"38618","LU","GB",6,2009,749.533396045057,4858
"38619","GB","LU",6,2009,749.533396045057,24499
"38620","LU","GB",7,2009,749.533396045057,115817
"38621","LU","GB",8,2009,749.533396045057,40632
"38622","GB","LU",8,2009,749.533396045057,40186
"38623","LU","GB",9,2009,749.533396045057,3194
"38624","LU","GB",10,2009,749.533396045057,32
"38625","LU","GB",11,2009,749.533396045057,2874
"38626","LU","GB",12,2009,749.533396045057,422
